data,regiao,id_cliente,nome_cliente,produto,categoria,valor,renda_mensal
2024-05-26,Norte,42,Cliente 042,Produto_11,Higiene,230.19,2874.86
2024-05-26,Nordeste,67,Cliente 067,Produto_09,Higiene,162.95,2091.75
2024-05-26,Norte,77,Cliente 077,Produto_01,Bebidas,160.65,2614.42
2024-05-26,Sudeste,15,Cliente 015,Produto_11,Higiene,170.07,638.77
2024-05-26,Nordeste,104,Cliente 104,Produto_09,Higiene,164.09,766.96
2024-05-26,Sudeste,59,Cliente 059,Produto_09,Higiene,159.72,2353.65
2024-05-27,Sul,10,Cliente 010,Produto_07,Alimentos,88.84,4884.02
2024-05-27,Sul,81,Cliente 081,Produto_09,Higiene,123.1,3635.87
2024-05-27,Sudeste,15,Cliente 015,Produto_11,Higiene,76.26,638.77
2024-05-27,Nordeste,67,Cliente 067,Produto_13,Limpeza,73.4,2091.75
2024-05-27,Norte,42,Cliente 042,Produto_08,Alimentos,223.05,2874.86
2024-05-27,Nordeste,28,Cliente 028,Produto_07,Alimentos,35.93,4257.11
2024-05-27,Sudeste,43,Cliente 043,Produto_01,Bebidas,178.54,3037.79
2024-05-27,Centro-Oeste,96,Cliente 096,Produto_07,Alimentos,135.31,271.52
2024-05-27,Sudeste,51,Cliente 051,Produto_06,Alimentos,127.3,8133.11
2024-05-27,Sul,18,Cliente 018,Produto_07,Alimentos,102.4,3366.91
2024-05-27,Norte,71,Cliente 071,Produto_13,Limpeza,123.13,1192.59
2024-05-27,Norte,86,Cliente 086,Produto_05,Alimentos,127.94,1282.2
2024-05-27,Centro-Oeste,94,Cliente 094,Produto_06,Alimentos,53.69,2589.29
2024-05-27,Nordeste,40,Cliente 040,Produto_07,Alimentos,79.15,793.71
2024-05-27,Sul,116,Cliente 116,Produto_01,Bebidas,187.76,622.92
2024-05-27,Nordeste,65,Cliente 065,Produto_13,Limpeza,90.66,946.78
2024-05-27,Norte,71,Cliente 071,Produto_09,Higiene,97.14,1192.59
2024-05-27,Sudeste,50,Cliente 050,Produto_08,Alimentos,22.22,1356.13
2024-05-27,Centro-Oeste,110,Cliente 110,Produto_02,Bebidas,38.42,3461.7
2024-05-27,Centro-Oeste,3,Cliente 003,Produto_03,Bebidas,55.14,2098.28
2024-05-27,Sudeste,69,Cliente 069,Produto_06,Alimentos,102.52,3532.96
2024-05-27,Nordeste,49,Cliente 049,Produto_07,Alimentos,109.66,3111.56
2024-05-27,Sudeste,41,Cliente 041,Produto_12,Limpeza,84.85,500.37
2024-05-27,Sudeste,1,Cliente 001,Produto_03,Bebidas,122.54,2672.38
2024-05-27,Nordeste,47,Cliente 047,Produto_12,Limpeza,203.73,1400.82
2024-05-27,Sudeste,50,Cliente 050,Produto_03,Bebidas,84.57,1356.13
2024-05-27,Centro-Oeste,12,Cliente 012,Produto_02,Bebidas,92.18,1917.65
2024-05-27,Norte,19,Cliente 019,Produto_14,Limpeza,105.94,3032.65
2024-05-27,Centro-Oeste,9,Cliente 009,Produto_03,Bebidas,147.19,2692.74
2024-05-27,Sudeste,30,Cliente 030,Produto_06,Alimentos,146.28,649.37
2024-05-27,Sudeste,78,Cliente 078,Produto_08,Alimentos,127.42,875.58
2024-05-27,Nordeste,47,Cliente 047,Produto_08,Alimentos,50.86,1400.82
2024-05-27,Sudeste,59,Cliente 059,Produto_13,Limpeza,16.62,2353.65
2024-05-27,Norte,95,Cliente 095,Produto_02,Bebidas,122.05,1438.57
2024-05-28,Sul,54,Cliente 054,Produto_03,Bebidas,149.36,4354.92
2024-05-28,Sul,48,Cliente 048,Produto_08,Alimentos,143.65,2977.27
2024-05-28,Nordeste,76,Cliente 076,Produto_07,Alimentos,189.98,2809.66
2024-05-28,Nordeste,58,Cliente 058,Produto_09,Higiene,48.45,1306.03
2024-05-28,Sudeste,32,Cliente 032,Produto_05,Alimentos,27.53,1555.9
2024-05-28,Nordeste,64,Cliente 064,Produto_04,Bebidas,99.69,1180.38
2024-05-28,Norte,102,Cliente 102,Produto_03,Bebidas,184.23,1688.45
2024-05-28,Sul,72,Cliente 072,Produto_09,Higiene,90.44,564.3
2024-05-28,Nordeste,104,Cliente 104,Produto_03,Bebidas,89.39,766.96
2024-05-28,Centro-Oeste,109,Cliente 109,Produto_03,Bebidas,102.49,1364.75
2024-05-28,Centro-Oeste,91,Cliente 091,Produto_12,Limpeza,62.33,5257.22
2024-05-28,Centro-Oeste,12,Cliente 012,Produto_04,Bebidas,41.92,1917.65
2024-05-28,Norte,102,Cliente 102,Produto_11,Higiene,102.68,1688.45
2024-05-28,Norte,25,Cliente 025,Produto_01,Bebidas,93.76,2145.69
2024-05-28,Nordeste,49,Cliente 049,Produto_13,Limpeza,64.68,3111.56
2024-05-28,Sudeste,20,Cliente 020,Produto_14,Limpeza,20.98,2358.59
2024-05-28,Norte,56,Cliente 056,Produto_06,Alimentos,258.31,3387.57
2024-05-28,Nordeste,120,Cliente 120,Produto_12,Limpeza,147.63,1825.61
2024-05-28,Sudeste,51,Cliente 051,Produto_10,Higiene,132.79,8133.11
2024-05-28,Norte,95,Cliente 095,Produto_04,Bebidas,116.09,1438.57
2024-05-28,Nordeste,61,Cliente 061,Produto_03,Bebidas,68.82,2525.26
2024-05-28,Norte,71,Cliente 071,Produto_08,Alimentos,173.8,1192.59
2024-05-28,Sul,48,Cliente 048,Produto_12,Limpeza,127.2,2977.27
2024-05-28,Norte,77,Cliente 077,Produto_07,Alimentos,58.04,2614.42
2024-05-28,Sul,48,Cliente 048,Produto_02,Bebidas,35.83,2977.27
2024-05-28,Norte,34,Cliente 034,Produto_12,Limpeza,184.21,2635.14
2024-05-28,Norte,39,Cliente 039,Produto_08,Alimentos,135.28,4429.44
2024-05-28,Sudeste,50,Cliente 050,Produto_07,Alimentos,5.0,1356.13
2024-05-28,Nordeste,120,Cliente 120,Produto_08,Alimentos,32.06,1825.61
2024-05-28,Centro-Oeste,26,Cliente 026,Produto_05,Alimentos,147.42,3130.59
2024-05-28,Nordeste,40,Cliente 040,Produto_07,Alimentos,223.67,793.71
2024-05-28,Sudeste,108,Cliente 108,Produto_03,Bebidas,64.55,5843.4
2024-05-28,Norte,46,Cliente 046,Produto_13,Limpeza,131.7,3120.34
2024-05-28,Nordeste,6,Cliente 006,Produto_09,Higiene,121.49,1648.8
2024-05-28,Sudeste,66,Cliente 066,Produto_13,Limpeza,117.92,3555.53
2024-05-28,Centro-Oeste,37,Cliente 037,Produto_14,Limpeza,69.93,1269.3
2024-05-28,Sudeste,15,Cliente 015,Produto_12,Limpeza,95.84,638.77
2024-05-28,Sul,63,Cliente 063,Produto_12,Limpeza,76.49,3917.87
2024-05-28,Sul,73,Cliente 073,Produto_12,Limpeza,55.24,2937.93
2024-05-28,Nordeste,64,Cliente 064,Produto_10,Higiene,115.78,1180.38
2024-05-28,Sul,84,Cliente 084,Produto_13,Limpeza,182.36,4839.84
2024-05-28,Nordeste,44,Cliente 044,Produto_04,Bebidas,122.42,4340.18
2024-05-28,Sudeste,15,Cliente 015,Produto_03,Bebidas,42.12,638.77
2024-05-28,Nordeste,28,Cliente 028,Produto_10,Higiene,102.16,4257.11
2024-05-28,Sudeste,78,Cliente 078,Produto_09,Higiene,69.06,875.58
2024-05-28,Sudeste,70,Cliente 070,Produto_12,Limpeza,147.03,2361.6
2024-05-28,Norte,46,Cliente 046,Produto_10,Higiene,100.82,3120.34
2024-05-28,Centro-Oeste,110,Cliente 110,Produto_13,Limpeza,143.09,3461.7
2024-05-28,Sul,4,Cliente 004,Produto_07,Alimentos,164.55,3257.27
2024-05-28,Nordeste,64,Cliente 064,Produto_12,Limpeza,241.75,1180.38
2024-05-28,Sudeste,70,Cliente 070,Produto_02,Bebidas,119.79,2361.6
2024-05-29,Sul,13,Cliente 013,Produto_12,Limpeza,47.35,3118.4
2024-05-29,Norte,19,Cliente 019,Produto_10,Higiene,94.71,3032.65
2024-05-29,Norte,82,Cliente 082,Produto_10,Higiene,183.04,3632.77
2024-05-29,Sul,73,Cliente 073,Produto_06,Alimentos,77.4,2937.93
2024-05-29,Sul,113,Cliente 113,Produto_10,Higiene,71.32,7180.73
2024-05-29,Sudeste,15,Cliente 015,Produto_13,Limpeza,147.71,638.77
2024-05-29,Sudeste,52,Cliente 052,Produto_13,Limpeza,176.4,3534.41
2024-05-29,Centro-Oeste,110,Cliente 110,Produto_02,Bebidas,153.73,3461.7
2024-05-29,Sul,5,Cliente 005,Produto_07,Alimentos,223.27,1238.45
2024-05-29,Norte,77,Cliente 077,Produto_06,Alimentos,50.1,2614.42
2024-05-29,Norte,111,Cliente 111,Produto_12,Limpeza,147.53,4320.1
2024-05-29,Norte,88,Cliente 088,Produto_09,Higiene,10.08,10194.8
2024-05-29,Centro-Oeste,31,Cliente 031,Produto_09,Higiene,178.15,1030.59
2024-05-29,Sul,48,Cliente 048,Produto_09,Higiene,122.08,2977.27
2024-05-29,Sudeste,29,Cliente 029,Produto_01,Bebidas,128.15,6319.21
2024-05-29,Nordeste,99,Cliente 099,Produto_04,Bebidas,95.48,2284.33
2024-05-29,Sudeste,33,Cliente 033,Produto_08,Alimentos,178.17,538.98
2024-05-29,Sudeste,103,Cliente 103,Produto_13,Limpeza,71.88,1436.25
2024-05-29,Sul,97,Cliente 097,Produto_03,Bebidas,14.0,2878.73
2024-05-29,Nordeste,74,Cliente 074,Produto_11,Higiene,106.6,780.38
2024-05-29,Norte,85,Cliente 085,Produto_07,Alimentos,154.33,3985.46
2024-05-29,Nordeste,60,Cliente 060,Produto_12,Limpeza,9.24,3220.54
2024-05-29,Sudeste,17,Cliente 017,Produto_14,Limpeza,257.99,2200.5
2024-05-29,Nordeste,67,Cliente 067,Produto_05,Alimentos,168.5,2091.75
2024-05-29,Sudeste,29,Cliente 029,Produto_14,Limpeza,156.12,6319.21
2024-05-29,Norte,42,Cliente 042,Produto_13,Limpeza,166.68,2874.86
2024-05-29,Centro-Oeste,110,Cliente 110,Produto_05,Alimentos,117.65,3461.7
2024-05-29,Sul,48,Cliente 048,Produto_02,Bebidas,75.47,2977.27
2024-05-29,Sudeste,89,Cliente 089,Produto_08,Alimentos,218.09,347.23
2024-05-29,Centro-Oeste,9,Cliente 009,Produto_10,Higiene,40.52,2692.74
2024-05-29,Sudeste,50,Cliente 050,Produto_10,Higiene,167.39,1356.13
2024-05-29,Norte,100,Cliente 100,Produto_03,Bebidas,93.57,3610.95
2024-05-29,Sudeste,41,Cliente 041,Produto_03,Bebidas,93.07,500.37
2024-05-29,Sudeste,32,Cliente 032,Produto_06,Alimentos,113.78,1555.9
2024-05-29,Sudeste,20,Cliente 020,Produto_05,Alimentos,88.62,2358.59
2024-05-29,Sul,113,Cliente 113,Produto_08,Alimentos,68.3,7180.73
2024-05-29,Centro-Oeste,93,Cliente 093,Produto_04,Bebidas,117.3,4060.47
2024-05-29,Centro-Oeste,96,Cliente 096,Produto_04,Bebidas,131.04,271.52
2024-05-30,Nordeste,74,Cliente 074,Produto_10,Higiene,155.68,780.38
2024-05-30,Norte,71,Cliente 071,Produto_05,Alimentos,144.02,1192.59
2024-05-30,Centro-Oeste,27,Cliente 027,Produto_08,Alimentos,112.0,5430.32
2024-05-30,Centro-Oeste,55,Cliente 055,Produto_13,Limpeza,159.01,4868.09
2024-05-30,Sudeste,15,Cliente 015,Produto_06,Alimentos,119.93,638.77
2024-05-30,Norte,102,Cliente 102,Produto_01,Bebidas,159.35,1688.45
2024-05-30,Centro-Oeste,8,Cliente 008,Produto_03,Bebidas,189.1,3192.19
2024-05-30,Centro-Oeste,26,Cliente 026,Produto_11,Higiene,181.32,3130.59
2024-05-30,Sudeste,41,Cliente 041,Produto_02,Bebidas,120.6,500.37
2024-05-30,Sudeste,66,Cliente 066,Produto_08,Alimentos,64.03,3555.53
2024-05-30,Nordeste,98,Cliente 098,Produto_11,Higiene,91.37,1257.91
2024-05-30,Sul,13,Cliente 013,Produto_02,Bebidas,82.48,3118.4
2024-05-30,Centro-Oeste,37,Cliente 037,Produto_13,Limpeza,105.32,1269.3
2024-05-30,Norte,39,Cliente 039,Produto_01,Bebidas,89.41,4429.44
2024-05-30,Sul,10,Cliente 010,Produto_08,Alimentos,200.72,4884.02
2024-05-30,Sudeste,80,Cliente 080,Produto_01,Bebidas,108.47,5146.29
2024-05-30,Norte,19,Cliente 019,Produto_13,Limpeza,172.67,3032.65
2024-05-30,Sul,72,Cliente 072,Produto_09,Higiene,131.42,564.3
2024-05-30,Centro-Oeste,3,Cliente 003,Produto_05,Alimentos,110.61,2098.28
2024-05-30,Nordeste,60,Cliente 060,Produto_12,Limpeza,51.49,3220.54
2024-05-30,Nordeste,120,Cliente 120,Produto_05,Alimentos,107.42,1825.61
2024-05-30,Sul,73,Cliente 073,Produto_13,Limpeza,100.13,2937.93
2024-05-30,Centro-Oeste,8,Cliente 008,Produto_04,Bebidas,189.7,3192.19
2024-05-30,Centro-Oeste,118,Cliente 118,Produto_06,Alimentos,151.7,3505.88
2024-05-30,Centro-Oeste,31,Cliente 031,Produto_14,Limpeza,84.27,1030.59
2024-05-30,Sul,22,Cliente 022,Produto_02,Bebidas,146.97,2449.01
2024-05-30,Sudeste,69,Cliente 069,Produto_06,Alimentos,57.29,3532.96
2024-05-30,Nordeste,67,Cliente 067,Produto_14,Limpeza,85.79,2091.75
2024-05-30,Nordeste,44,Cliente 044,Produto_02,Bebidas,137.87,4340.18
2024-05-30,Sul,38,Cliente 038,Produto_01,Bebidas,172.27,1926.75
2024-05-30,Nordeste,64,Cliente 064,Produto_08,Alimentos,196.07,1180.38
2024-05-30,Sudeste,30,Cliente 030,Produto_09,Higiene,42.97,649.37
2024-05-30,Sul,10,Cliente 010,Produto_11,Higiene,61.36,4884.02
2024-05-30,Norte,77,Cliente 077,Produto_08,Alimentos,38.96,2614.42
2024-05-30,Sul,48,Cliente 048,Produto_09,Higiene,130.51,2977.27
2024-05-30,Norte,115,Cliente 115,Produto_05,Alimentos,97.92,6458.49
2024-05-31,Sul,75,Cliente 075,Produto_08,Alimentos,73.21,1149.31
2024-05-31,Sul,22,Cliente 022,Produto_12,Limpeza,177.59,2449.01
2024-05-31,Sudeste,51,Cliente 051,Produto_02,Bebidas,193.84,8133.11
2024-05-31,Sudeste,57,Cliente 057,Produto_09,Higiene,193.88,2054.28
2024-05-31,Nordeste,74,Cliente 074,Produto_02,Bebidas,132.01,780.38
2024-05-31,Sul,84,Cliente 084,Produto_09,Higiene,82.3,4839.84
2024-05-31,Centro-Oeste,9,Cliente 009,Produto_14,Limpeza,83.26,2692.74
2024-05-31,Sul,97,Cliente 097,Produto_09,Higiene,157.96,2878.73
2024-05-31,Sudeste,108,Cliente 108,Produto_12,Limpeza,178.4,5843.4
2024-05-31,Sudeste,20,Cliente 020,Produto_13,Limpeza,85.51,2358.59
2024-05-31,Sudeste,1,Cliente 001,Produto_08,Alimentos,99.73,2672.38
2024-05-31,Sudeste,41,Cliente 041,Produto_10,Higiene,141.29,500.37
2024-05-31,Sudeste,33,Cliente 033,Produto_12,Limpeza,177.27,538.98
2024-05-31,Nordeste,47,Cliente 047,Produto_09,Higiene,65.31,1400.82
2024-05-31,Nordeste,45,Cliente 045,Produto_08,Alimentos,249.66,3653.07
2024-05-31,Sul,48,Cliente 048,Produto_01,Bebidas,102.92,2977.27
2024-05-31,Norte,56,Cliente 056,Produto_07,Alimentos,87.34,3387.57
2024-05-31,Centro-Oeste,35,Cliente 035,Produto_10,Higiene,93.52,1108.77
2024-05-31,Centro-Oeste,96,Cliente 096,Produto_03,Bebidas,36.68,271.52
2024-05-31,Sul,36,Cliente 036,Produto_09,Higiene,130.44,6862.81
2024-05-31,Sudeste,101,Cliente 101,Produto_10,Higiene,66.07,4579.22
2024-05-31,Sudeste,89,Cliente 089,Produto_12,Limpeza,26.63,347.23
2024-05-31,Nordeste,28,Cliente 028,Produto_05,Alimentos,165.32,4257.11
2024-05-31,Norte,86,Cliente 086,Produto_08,Alimentos,158.93,1282.2
2024-05-31,Sudeste,11,Cliente 011,Produto_05,Alimentos,127.15,1372.03
2024-05-31,Sudeste,11,Cliente 011,Produto_10,Higiene,101.35,1372.03
2024-05-31,Nordeste,65,Cliente 065,Produto_01,Bebidas,141.63,946.78
2024-05-31,Nordeste,40,Cliente 040,Produto_10,Higiene,69.98,793.71
2024-05-31,Sul,97,Cliente 097,Produto_07,Alimentos,119.25,2878.73
2024-05-31,Sudeste,51,Cliente 051,Produto_07,Alimentos,186.69,8133.11
2024-05-31,Nordeste,49,Cliente 049,Produto_06,Alimentos,155.17,3111.56
2024-05-31,Nordeste,6,Cliente 006,Produto_13,Limpeza,113.81,1648.8
2024-05-31,Sul,10,Cliente 010,Produto_13,Limpeza,188.54,4884.02
2024-05-31,Norte,56,Cliente 056,Produto_14,Limpeza,60.2,3387.57
2024-05-31,Sul,48,Cliente 048,Produto_08,Alimentos,57.2,2977.27
2024-05-31,Centro-Oeste,55,Cliente 055,Produto_03,Bebidas,41.33,4868.09
2024-05-31,Norte,87,Cliente 087,Produto_04,Bebidas,49.65,2068.87
2024-05-31,Norte,86,Cliente 086,Produto_07,Alimentos,80.77,1282.2
2024-05-31,Sul,73,Cliente 073,Produto_14,Limpeza,117.01,2937.93
2024-05-31,Centro-Oeste,35,Cliente 035,Produto_10,Higiene,141.4,1108.77
2024-05-31,Nordeste,76,Cliente 076,Produto_01,Bebidas,142.66,2809.66
2024-05-31,Sudeste,33,Cliente 033,Produto_06,Alimentos,50.69,538.98
2024-05-31,Sudeste,103,Cliente 103,Produto_01,Bebidas,96.92,1436.25
2024-05-31,Nordeste,16,Cliente 016,Produto_11,Higiene,136.9,1770.69
2024-05-31,Nordeste,99,Cliente 099,Produto_08,Alimentos,108.68,2284.33
2024-05-31,Nordeste,60,Cliente 060,Produto_07,Alimentos,117.65,3220.54
2024-06-01,Nordeste,28,Cliente 028,Produto_06,Alimentos,70.58,4257.11
2024-06-01,Sudeste,41,Cliente 041,Produto_09,Higiene,121.15,500.37
2024-06-01,Nordeste,40,Cliente 040,Produto_13,Limpeza,127.48,793.71
2024-06-01,Norte,105,Cliente 105,Produto_14,Limpeza,99.57,4731.94
2024-06-01,Norte,46,Cliente 046,Produto_12,Limpeza,102.64,3120.34
2024-06-01,Sudeste,32,Cliente 032,Produto_08,Alimentos,208.05,1555.9
2024-06-01,Sudeste,59,Cliente 059,Produto_13,Limpeza,154.31,2353.65
2024-06-01,Sudeste,59,Cliente 059,Produto_05,Alimentos,138.21,2353.65
2024-06-01,Sul,22,Cliente 022,Produto_12,Limpeza,106.2,2449.01
2024-06-01,Centro-Oeste,7,Cliente 007,Produto_03,Bebidas,130.98,4724.66
2024-06-01,Sul,48,Cliente 048,Produto_11,Higiene,115.6,2977.27
2024-06-01,Norte,19,Cliente 019,Produto_01,Bebidas,54.3,3032.65
2024-06-01,Nordeste,68,Cliente 068,Produto_01,Bebidas,168.67,4153.22
2024-06-01,Sul,54,Cliente 054,Produto_05,Alimentos,91.29,4354.92
2024-06-01,Sudeste,33,Cliente 033,Produto_13,Limpeza,60.42,538.98
2024-06-01,Sul,83,Cliente 083,Produto_11,Higiene,83.0,3635.9
2024-06-01,Norte,24,Cliente 024,Produto_01,Bebidas,129.06,10947.0
2024-06-01,Centro-Oeste,91,Cliente 091,Produto_07,Alimentos,166.29,5257.22
2024-06-01,Sul,106,Cliente 106,Produto_09,Higiene,132.71,9272.59
2024-06-01,Sudeste,41,Cliente 041,Produto_03,Bebidas,47.11,500.37
2024-06-01,Sudeste,33,Cliente 033,Produto_07,Alimentos,80.68,538.98
2024-06-01,Sudeste,79,Cliente 079,Produto_06,Alimentos,104.74,5238.49
2024-06-01,Sudeste,1,Cliente 001,Produto_03,Bebidas,190.92,2672.38
2024-06-01,Sul,81,Cliente 081,Produto_10,Higiene,184.15,3635.87
2024-06-01,Norte,77,Cliente 077,Produto_07,Alimentos,106.64,2614.42
2024-06-01,Sudeste,41,Cliente 041,Produto_05,Alimentos,188.7,500.37
2024-06-01,Centro-Oeste,94,Cliente 094,Produto_01,Bebidas,31.47,2589.29
2024-06-01,Nordeste,104,Cliente 104,Produto_07,Alimentos,140.5,766.96
2024-06-02,Sul,4,Cliente 004,Produto_02,Bebidas,153.2,3257.27
2024-06-02,Centro-Oeste,112,Cliente 112,Produto_12,Limpeza,117.31,994.71
2024-06-02,Sudeste,80,Cliente 080,Produto_04,Bebidas,101.73,5146.29
2024-06-02,Sudeste,52,Cliente 052,Produto_06,Alimentos,73.55,3534.41
2024-06-02,Norte,77,Cliente 077,Produto_03,Bebidas,98.36,2614.42
2024-06-02,Centro-Oeste,35,Cliente 035,Produto_13,Limpeza,135.82,1108.77
2024-06-02,Sudeste,20,Cliente 020,Produto_10,Higiene,114.46,2358.59
2024-06-02,Norte,119,Cliente 119,Produto_11,Higiene,89.75,2637.62
2024-06-02,Nordeste,14,Cliente 014,Produto_02,Bebidas,146.93,3040.37
2024-06-02,Norte,24,Cliente 024,Produto_04,Bebidas,55.92,10947.0
2024-06-02,Sul,22,Cliente 022,Produto_10,Higiene,97.66,2449.01
2024-06-02,Sudeste,103,Cliente 103,Produto_07,Alimentos,149.6,1436.25
2024-06-02,Norte,105,Cliente 105,Produto_11,Higiene,172.32,4731.94
2024-06-02,Norte,82,Cliente 082,Produto_11,Higiene,67.35,3632.77
2024-06-02,Sudeste,79,Cliente 079,Produto_06,Alimentos,144.43,5238.49
2024-06-02,Centro-Oeste,109,Cliente 109,Produto_03,Bebidas,138.56,1364.75
2024-06-02,Norte,56,Cliente 056,Produto_04,Bebidas,70.25,3387.57
2024-06-02,Sul,5,Cliente 005,Produto_08,Alimentos,183.41,1238.45
2024-06-02,Nordeste,47,Cliente 047,Produto_14,Limpeza,144.89,1400.82
2024-06-02,Sudeste,43,Cliente 043,Produto_14,Limpeza,90.17,3037.79
2024-06-02,Sul,13,Cliente 013,Produto_08,Alimentos,12.48,3118.4
2024-06-02,Norte,82,Cliente 082,Produto_10,Higiene,16.46,3632.77
2024-06-02,Sul,116,Cliente 116,Produto_03,Bebidas,98.04,622.92
2024-06-02,Norte,86,Cliente 086,Produto_01,Bebidas,173.85,1282.2
2024-06-02,Sudeste,59,Cliente 059,Produto_08,Alimentos,210.37,2353.65
2024-06-02,Sul,5,Cliente 005,Produto_11,Higiene,5.0,1238.45
2024-06-02,Sudeste,32,Cliente 032,Produto_01,Bebidas,168.77,1555.9
2024-06-02,Sudeste,52,Cliente 052,Produto_06,Alimentos,134.03,3534.41
2024-06-02,Centro-Oeste,26,Cliente 026,Produto_11,Higiene,129.45,3130.59
2024-06-02,Sul,18,Cliente 018,Produto_09,Higiene,152.95,3366.91
2024-06-02,Norte,105,Cliente 105,Produto_03,Bebidas,147.06,4731.94
2024-06-02,Norte,82,Cliente 082,Produto_09,Higiene,204.87,3632.77
2024-06-02,Sul,54,Cliente 054,Produto_12,Limpeza,102.83,4354.92
2024-06-02,Nordeste,49,Cliente 049,Produto_03,Bebidas,164.44,3111.56
2024-06-02,Sul,97,Cliente 097,Produto_01,Bebidas,73.84,2878.73
2024-06-02,Sul,2,Cliente 002,Produto_12,Limpeza,88.06,1964.53
2024-06-02,Norte,111,Cliente 111,Produto_08,Alimentos,91.86,4320.1
2024-06-02,Nordeste,68,Cliente 068,Produto_08,Alimentos,132.73,4153.22
2024-06-02,Sudeste,30,Cliente 030,Produto_10,Higiene,37.02,649.37
2024-06-02,Sudeste,59,Cliente 059,Produto_03,Bebidas,85.98,2353.65
2024-06-02,Norte,102,Cliente 102,Produto_13,Limpeza,181.34,1688.45
2024-06-02,Sudeste,66,Cliente 066,Produto_08,Alimentos,114.73,3555.53
2024-06-02,Centro-Oeste,9,Cliente 009,Produto_04,Bebidas,72.1,2692.74
2024-06-02,Norte,119,Cliente 119,Produto_06,Alimentos,207.08,2637.62
2024-06-02,Centro-Oeste,91,Cliente 091,Produto_03,Bebidas,158.91,5257.22
2024-06-02,Sudeste,11,Cliente 011,Produto_14,Limpeza,83.74,1372.03
2024-06-02,Sul,54,Cliente 054,Produto_07,Alimentos,168.18,4354.92
2024-06-02,Sudeste,30,Cliente 030,Produto_02,Bebidas,10.9,649.37
2024-06-02,Centro-Oeste,8,Cliente 008,Produto_01,Bebidas,74.11,3192.19
2024-06-02,Sul,97,Cliente 097,Produto_12,Limpeza,173.13,2878.73
2024-06-02,Sudeste,15,Cliente 015,Produto_10,Higiene,52.11,638.77
2024-06-02,Sudeste,103,Cliente 103,Produto_08,Alimentos,214.24,1436.25
2024-06-02,Centro-Oeste,7,Cliente 007,Produto_13,Limpeza,208.09,4724.66
2024-06-02,Sul,54,Cliente 054,Produto_03,Bebidas,126.67,4354.92
2024-06-02,Sudeste,66,Cliente 066,Produto_14,Limpeza,132.17,3555.53
2024-06-02,Sudeste,41,Cliente 041,Produto_03,Bebidas,157.55,500.37
2024-06-02,Nordeste,104,Cliente 104,Produto_09,Higiene,114.98,766.96
2024-06-02,Centro-Oeste,93,Cliente 093,Produto_13,Limpeza,76.65,4060.47
2024-06-03,Sudeste,66,Cliente 066,Produto_12,Limpeza,70.16,3555.53
2024-06-03,Nordeste,44,Cliente 044,Produto_13,Limpeza,190.09,4340.18
2024-06-03,Centro-Oeste,93,Cliente 093,Produto_10,Higiene,139.26,4060.47
2024-06-03,Centro-Oeste,91,Cliente 091,Produto_10,Higiene,198.42,5257.22
2024-06-03,Nordeste,45,Cliente 045,Produto_01,Bebidas,5.0,3653.07
2024-06-03,Nordeste,40,Cliente 040,Produto_08,Alimentos,140.21,793.71
2024-06-03,Centro-Oeste,3,Cliente 003,Produto_10,Higiene,177.28,2098.28
2024-06-03,Sudeste,20,Cliente 020,Produto_07,Alimentos,31.07,2358.59
2024-06-03,Norte,100,Cliente 100,Produto_03,Bebidas,128.45,3610.95
2024-06-03,Nordeste,74,Cliente 074,Produto_14,Limpeza,90.59,780.38
2024-06-03,Sudeste,62,Cliente 062,Produto_12,Limpeza,185.75,6503.29
2024-06-03,Norte,102,Cliente 102,Produto_12,Limpeza,115.76,1688.45
2024-06-03,Centro-Oeste,12,Cliente 012,Produto_13,Limpeza,15.32,1917.65
2024-06-03,Centro-Oeste,3,Cliente 003,Produto_02,Bebidas,143.48,2098.28
2024-06-03,Sul,36,Cliente 036,Produto_04,Bebidas,204.42,6862.81
2024-06-03,Centro-Oeste,8,Cliente 008,Produto_04,Bebidas,147.97,3192.19
2024-06-03,Nordeste,65,Cliente 065,Produto_12,Limpeza,115.63,946.78
2024-06-03,Nordeste,98,Cliente 098,Produto_03,Bebidas,130.84,1257.91
2024-06-03,Sul,36,Cliente 036,Produto_13,Limpeza,108.52,6862.81
2024-06-03,Sudeste,23,Cliente 023,Produto_13,Limpeza,5.0,2618.46
2024-06-03,Sudeste,1,Cliente 001,Produto_05,Alimentos,72.37,2672.38
2024-06-03,Norte,77,Cliente 077,Produto_01,Bebidas,220.2,2614.42
2024-06-03,Sudeste,79,Cliente 079,Produto_12,Limpeza,52.12,5238.49
2024-06-03,Sul,36,Cliente 036,Produto_04,Bebidas,239.98,6862.81
2024-06-03,Sul,116,Cliente 116,Produto_14,Limpeza,101.43,622.92
2024-06-03,Centro-Oeste,3,Cliente 003,Produto_12,Limpeza,166.62,2098.28
2024-06-03,Norte,105,Cliente 105,Produto_13,Limpeza,89.54,4731.94
2024-06-03,Norte,24,Cliente 024,Produto_10,Higiene,80.69,10947.0
2024-06-03,Norte,115,Cliente 115,Produto_05,Alimentos,147.13,6458.49
2024-06-03,Sul,36,Cliente 036,Produto_06,Alimentos,68.77,6862.81
2024-06-03,Centro-Oeste,12,Cliente 012,Produto_12,Limpeza,91.01,1917.65
2024-06-03,Sul,81,Cliente 081,Produto_04,Bebidas,79.12,3635.87
